客户	ERP CO.	工单号	产品码	款号	订单数量	订单交期
BLACK WATER DESIGNS	C014065-071	C07-116	FG91	206-30305-842-07	9	2008/7/30
CRP	C014065-071	C07-116	FG31	30R401	100	2009/7/15
BLACK WATER DESIGNS	C014065-072	C07-117	FG91	206-30305-951-04	13	2008/7/30
ARP INTERNATIONAL	C014065-072	C07-117	FG31	44001 005	2300	2009/8/1
BLACK WATER DESIGNS	C014065-073	C07-118	FG91	206-30305-951-05	11	2008/7/30
EB	C014065-073	C07-118	YG89	EB10085F	2250	2009/8/10
BLACK WATER DESIGNS	C014065-074	C07-119	FG91	206-30305-951-06	15	2008/7/30
EB	C014065-074	C07-119	YG89	EB10085F	504	2009/8/17
ARP SAFETY	C014104-001	C07-120	FG81	17189NTI	504	2008/7/14
EB	C014104-001	C07-120	YG89	EB10085F	295	2009/8/31
ARP SAFETY	C014105-001	C07-121	FG81	31005I	60	2008/7/14
EB	C014105-001	C07-121	YG89	EB10086F	1500	2009/8/10
ARP SAFETY	C014106-001	C07-122	YG81	31014GF	504	2008/7/14
EB	C014106-001	C07-122	YG89	EB10086F	700	2009/8/17
ARP SAFETY	C014107-001	C07-123	FG81	31018NTI	504	2008/7/14
EB	C014107-001	C07-123	YG89	EB10086F	250	2009/8/31
TRAVASAK	C014122-001	C07-124	FG32	162RI	50	2008/7/14
WENZEL	C014122-001	C07-124	FG52	27550.1 001	836	2009/7/15
TRAVASAK	C014122-002	C07-125	FG32	164RI	248	2008/7/14
WENZEL	C014122-002	C07-125	FG52	27550.1 002	836	2009/7/15
TRAVASAK	C014122-003	C07-126	FG32	164QI	40	2008/7/14
WENZEL	C014122-003	C07-126	FG52	27550.1 003	836	2009/7/15
WENZEL	C014144-001	C07-127	FG52	25530.1F	342	2008/7/31
WENZEL	C014144-001	C07-127	FG41	28950 001	718	2009/8/1
ARP SAFETY	C014145-001	C07-128	FG81	31014D	1200	2008/7/12
WENZEL	C014145-001	C07-128	FG41	28950 002	718	2009/8/1
ARP SAFETY	C014146-001	C07-129	FG81	31014NTI	504	2008/7/12
WENZEL	C014146-001	C07-129	FG41	28950 003	718	2009/8/1
ARP SAFETY	C014147-001	C07-130	FG81	31016D	1200	2008/7/12
TRAVASAK	C014147-001	C07-130	FG32	166PI.1	10	2009/8/1
ARP SAFETY	C014148-001	C07-131	FG81	31025I	120	2008/7/12
ARP SAFETY	C014148-001	C07-131	FG81	17174I	504	2009/8/18
沃尔玛深国投百货有限公司	C014155-001	C07-132		17157NTI-C	28	2008/8/1
ARP SAFETY	C014155-001	C07-132	FG81	17178I	240	2009/8/18
DECATHLON	C014157-001	C07-133	FG31	9/160.426L	180	2008/8/10
ARP SAFETY	C014157-001	C07-133	FG81	31002I	120	2009/8/28
DECATHLON	C014157-002	C07-134	FG31	9/160.426R	180	2008/8/10
ARP SAFETY	C014157-002	C07-134	FG81	31018D	1200	2009/8/28
DECATHLON	C014158-001	C07-135	FG31	2/163.233L	90	2008/8/10
ARP SAFETY	C014158-001	C07-135	FG81	31018NTI	600	2009/8/28
DECATHLON	C014158-002	C07-136	FG31	2/163.233R	90	2008/8/10
C3Marketplace	C014158-002	C07-136	FG98	HB-840GM	2	2009/6/26
DECATHLON	C014160-001	C07-137	FG31	9/168.958L	90	2008/8/10
C3Marketplace	C014160-001	C07-137	FG98	HB-860	2	2009/7/9
DECATHLON	C014160-002	C07-138	FG31	9/168.958R	90	2008/8/10
C3Marketplace	C014160-002	C07-138	FG98	HB-360	2	2009/7/9
DECATHLON	C014161-001	C07-139	FG31	9/171.878L	120	2008/8/10
DECATHLON	C014161-001	C07-139	FG31	0163233L	176	2009/8/17
DECATHLON	C014161-002	C07-140	FG31	9/171.878R	120	2008/8/10
DECATHLON	C014161-002	C07-140	FG31	0163233R	176	2009/8/17
C3Marketplace	C014183-001	C07-141		HB-840	3696	2008/8/11
DECATHLON	C014183-001	C07-141	FG31	0942522L	160	2009/8/17
WENZEL	C014166-001	C07-142	FG31	49101	250	2008/7/21
DECATHLON	C014166-001	C07-142	FG31	0942522R	160	2009/8/17
WENZEL	C014167-001	C07-143	FG31	49143	250	2008/8/1
SJK	C014167-001	C07-143	FG53	SJ09066Z11	250	2009/7/29
WENZEL	C014168-001	C07-144	FG52	49704.2 001	400	2008/7/25
ARP INTERNATIONAL	C014168-001	C07-144	FG31	29302.1NAC 001	150	2009/8/5
WENZEL	C014168-002	C07-145	FG52	49704.2 002	400	2008/7/25
ARP INTERNATIONAL	C014168-002	C07-145	FG31	29302.1NAC 002	150	2009/8/5
WENZEL	C014168-003	C07-146	FG52	49704.2 003	400	2008/7/25
ARP INTERNATIONAL	C014168-003	C07-146	FG31	29306.1NAC	390	2009/8/5
WENZEL	C014169-001	C07-147	FG52	49704.2 001	400	2008/7/25
ARP INTERNATIONAL	C014169-001	C07-147	FG31	29303.1NAC	390	2009/8/5
WENZEL	C014169-002	C07-148	FG52	49704.2 002	400	2008/7/25
ARP INTERNATIONAL	C014169-002	C07-148	FG31	29304NAC	300	2009/8/5
WENZEL	C014169-003	C07-149	FG52	49704.2 003	400	2008/7/25
非合同产品	C014169-003	C07-149	CG99	S606107	500	2009/7/20
WENZEL	C014170-001	C07-150	FG52	49704.2 001	800	2008/7/25
DECATHLON	C014170-001	C07-150	FG31	0942522L	48	2009/8/10
WENZEL	C014170-002	C07-151	FG52	49704.2 002	800	2008/7/25
DECATHLON	C014170-002	C07-151	FG31	0942522R	48	2009/8/10
WENZEL	C014170-003	C07-152	FG52	49704.2 003	800	2008/7/25
DECATHLON	C014170-003	C07-152	FG31	0163233L	150	2009/8/10
WENZEL	C014179-001	C07-153	FG52	27550 001	167	2008/8/1
DECATHLON	C014179-001	C07-153	FG31	0163233R	150	2009/8/10
WENZEL	C014179-002	C07-154	FG52	27550 002	167	2008/8/1
DECATHLON	C014179-002	C07-154	FG31	0160426L	150	2009/8/10
WENZEL	C014179-003	C07-155	FG52	27550 003	167	2008/8/1
DECATHLON	C014179-003	C07-155	FG31	0160426R	150	2009/8/10
沃尔玛深国投百货有限公司	C014155-002	C07-157		17157NTI-C	12	2008/7/20
沃尔玛深国投百货有限公司	C014155-002	C07-157		17157NTI-C	32	2008/7/28
沃尔玛深国投百货有限公司	C014155-002	C07-157		17157NTI-C	32	2008/8/14
沃尔玛深国投百货有限公司	C014155-002	C07-157		17157NTI-C	32	2008/9/25
沃尔玛深国投百货有限公司	C014155-002	C07-157		17157NTI-C	4	2008/9/1
沃尔玛深国投百货有限公司	C014155-002	C07-157		17157NTI-C	4	2008/9/1
沃尔玛深国投百货有限公司	C014155-002	C07-157		17157NTI-C	4	2008/9/1
沃尔玛深国投百货有限公司	C014155-002	C07-157		17157NTI-C	4	2008/9/1
沃尔玛深国投百货有限公司	C014155-002	C07-157		17157NTI-C	32	2008/9/27
沃尔玛深国投百货有限公司	C014155-002	C07-157		17157NTI-C	32	2008/10/25
沃尔玛深国投百货有限公司	C014155-002	C07-157		17157NTI-C	32	2008/10/25
沃尔玛深国投百货有限公司	C014155-002	C07-157		17157NTI-C	4	2008/9/28
沃尔玛深国投百货有限公司	C014155-002	C07-157		17157NTI-C	32	2008/10/25
沃尔玛深国投百货有限公司	C014155-002	C07-157		17157NTI-C	32	2008/11/21
沃尔玛深国投百货有限公司	C014155-002	C07-157		17157NTI-C	32	2008/11/15
沃尔玛深国投百货有限公司	C014155-002	C07-157		17157NTI-C	32	2008/11/21
沃尔玛深国投百货有限公司	C014155-002	C07-157		17157NTI-C	32	2008/11/21
沃尔玛深国投百货有限公司	C014155-002	C07-157		17157NTI-C	20	2008/11/27
DECATHLON	C014155-002	C07-157	FG31	0942522R	60	2009/8/17
KELTY	C014193-001	C07-158	FG41	39004683	60	2008/8/1
DECATHLON	C014193-001	C07-158	FG31	0163233L	150	2009/8/17
DECATHLON	d000041-001	C07-159	FG31	0163233R	150	2009/8/17
非合同产品	d000041-001	C07-159	CG41	TRAVEL-S6031	200	2008/6/23
DECATHLON	C014245-001	C07-160	FG31	9/174.001L	150	2008/8/11
DECATHLON	C014245-001	C07-160	FG31	0160426L	150	2009/8/31
DECATHLON	C014245-002	C07-161	FG31	9/174.001R	150	2008/8/11
DECATHLON	C014245-002	C07-161	FG31	0160426R	150	2009/8/31
SJK	C014256-001	C07-162	FG61	BPP03015	500	2008/8/4
DECATHLON	C014256-001	C07-162	FG31	0163233L	150	2009/8/10
ARP SAFETY	C014269-001	C07-163	FG81	31005I	198	2008/7/28
DECATHLON	C014269-001	C07-163	FG31	0163233R	150	2009/8/10
ARP SAFETY	C014274-001	C07-164	FG81	17189NTI	1500	2008/8/18
MHW	C014274-001	C07-164	FG24	OU8372-621-R-R	66	2009/8/1
ARP SAFETY	C014273-001	C07-165	FG81	17189NTI	1500	2008/8/11
MHW	C014273-001	C07-165	FG24	OU8373-621-R	192	2009/8/1
SJK	C014287-001	C07-166	FG85	SJM9700	310	2008/8/18
DMH	C014300-001	C07-167	FG52	P5	1600	2008/8/23
KELTY	C014352-001	C07-168	FG31	36106261	200	2008/8/4
SJK	C014288-001	C07-169	FG41	SJ06209Z44	150	2008/9/1
SJK	C014289-001	C07-170	FG41	SJ06209Z54	150	2008/9/1
SJK	C014290-001	C07-171	FG41	SJ06209Z64	150	2008/9/1
SJK	C014291-001	C07-172	FG41	SJ06209Z74	150	2008/9/1
WALMART	C010474-009	C07-270	FG31	49146F 001	1005	2008/5/1
WALMART	C010474-009	C07-270	FG31	49146F 001	1005	2008/5/1
WALMART	C010474-009	C07-270	FG31	49146F 001	426	2008/4/10
WALMART	C010474-009	C07-270		49146F 001	555	2008/7/12
WALMART	C010474-008	C07-271	FG31	49146F 002	1005	2008/5/1
WALMART	C010474-008	C07-271	FG31	49146F 002	1005	2008/5/1
WALMART	C010474-008	C07-271	FG31	49146F 002	426	2008/4/10
WALMART	C010474-008	C07-271		49146F 002	555	2008/7/12
沃尔玛深国投百货有限公司	C010892-014	C07-278		17157NTI-C	32	2008/3/13
沃尔玛深国投百货有限公司	C010892-014	C07-278		17157NTI-C	8	2008/1/11
沃尔玛深国投百货有限公司	C010892-014	C07-278		17157NTI-C	8	2008/1/23
沃尔玛深国投百货有限公司	C010892-014	C07-278		17157NTI-C	20	2008/2/21
沃尔玛深国投百货有限公司	C010892-014	C07-278		17157NTI-C	8	2008/3/6
沃尔玛深国投百货有限公司	C010892-014	C07-278		17157NTI-C	8	2008/3/6
沃尔玛深国投百货有限公司	C010892-014	C07-278		17157NTI-C	4	2008/3/20
沃尔玛深国投百货有限公司	C010892-014	C07-278		17157NTI-C	8	2008/6/30
WENZEL	C013072-001	C08-001	FG31	49101.5P	2094	2008/7/25
ARP SAFETY	C013072-001	C08-001	FG81	AB712020	1200	2009/3/25
DECATHLON	C014020-001	C08-004	FG31	9/171.878L	30	2008/9/1
WENZEL	C014020-001	C08-004	FG31	49118P	520	2009/9/3
DECATHLON	C014020-002	C08-005	FG31	9/171.878R	30	2008/9/1
FOX	C014020-002	C08-005	FG31	CSB001	100	2009/9/1
EB	C014032-001	C08-006	YG89	EB10075F	1002	2008/8/19
FOX	C014032-001	C08-006	FG52	CSB008	100	2009/9/1
EB	C014033-001	C08-007	YG68	EB10074F	1000	2008/8/19
SJK	C014033-001	C08-007	FG53	CAB4185	100	2009/9/7
EB	C014034-001	C08-008	YG89	EB10075F	1002	2008/9/2
SJK	C014034-001	C08-008	FG41	CAB4186	100	2009/9/7
EB	C014035-001	C08-009	YG68	EB10074F	500	2008/9/2
SJK	C014035-001	C08-009	FG53	CAB4185	60	2009/9/7
DECATHLON	C014091-001	C08-010	FG31	9/160.426L	48	2008/8/25
SJK	C014091-001	C08-010	FG41	CAB4186	60	2009/9/7
DECATHLON	C014091-002	C08-011	FG31	9/160.426R	48	2008/8/25
SJK	C014091-002	C08-011	FG53	CAB4185	80	2009/9/7
DECATHLON	C014092-001	C08-012	FG31	2/163.233L	100	2008/8/25
SJK	C014092-001	C08-012	FG41	CAB4186	80	2009/9/7
DECATHLON	C014092-002	C08-013	FG31	2/163.233R	100	2008/8/25
WENZEL	C014092-002	C08-013	FG31	28530	600	2009/9/1
TRAVASAK	C014123-001	C08-014	FG32	162BI	50	2008/9/1
KATHMANDU LIMITED	C014123-001	C08-014	FG53	51053/902/L	100	2009/9/5
TRAVASAK	C014123-002	C08-015	FG32	162SI	50	2008/9/1
KATHMANDU LIMITED	C014123-002	C08-015	FG53	51053/902/S	200	2009/9/5
WALMART	C010475-002	C08-016	FG31	49146F 002	1872	2008/3/27
WALMART	C010475-002	C08-016	FG31	49146F 002	1872	2008/4/3
WALMART	C010475-002	C08-016	FG31	49146F 002	1872	2008/4/10
WALMART	C010475-002	C08-016	FG31	49146F 002	1872	2008/4/10
TRAVASAK	C010475-002	C08-016	FG32	164BI	94	2008/9/1
KATHMANDU LIMITED	C010475-002	C08-016	FG53	51138/107/ONE	300	2009/9/5
WALMART	C010475-001	C08-017	FG31	49146F 001	1872	2008/3/27
WALMART	C010475-001	C08-017	FG31	49146F 001	1872	2008/4/3
WALMART	C010475-001	C08-017	FG31	49146F 001	1872	2008/4/10
WALMART	C010475-001	C08-017	FG31	49146F 001	1872	2008/4/10
TRAVASAK	C010475-001	C08-017	FG32	164SI	75	2008/9/1
KATHMANDU LIMITED	C010475-001	C08-017	FG53	51137/902/ONE	300	2009/9/5
TRAVASAK	C014125-001	C08-018	FG32	166PI	8	2008/9/1
KATHMANDU LIMITED	C014125-001	C08-018	FG52	51098/403/ONE	200	2009/9/5
TRAVASAK	C014126-001	C08-019	FG32	202GI	15	2008/9/1
KATHMANDU LIMITED	C014126-001	C08-019	FG52	51098/898/ONE	400	2009/9/5
TRAVASAK	C014126-002	C08-020	FG32	204CI	35	2008/9/1
TRAVASAK	C014126-003	C08-021	FG31	204GI	60	2008/7/28
DECATHLON	C014020-003	C08-022	FG31	9/171.878L	30	2008/9/1
DECATHLON	C014020-004	C08-023	FG31	9/171.878R	30	2008/9/1
WALMART	C010607-001	C08-024		49146F 001	1872	2008/4/24
WALMART	C010607-001	C08-024		49146F 001	1872	2008/4/24
WALMART	C010607-001	C08-024		49146F 001	1872	2008/5/1
WENZEL	C010607-001	C08-024	FG52	49704.2 001	800	2008/9/1
KATHMANDU LIMITED	C010607-001	C08-024	FG53	51053/902/L	250	2009/9/5
WALMART	C010607-002	C08-025		49146F 002	1872	2008/4/24
WALMART	C010607-002	C08-025		49146F 002	1872	2008/4/24
WALMART	C010607-002	C08-025		49146F 002	1872	2008/5/1
WENZEL	C010607-002	C08-025	FG52	49704.2 002	800	2008/9/1
KATHMANDU LIMITED	C010607-002	C08-025	FG53	51053/902/S	200	2009/9/5
WENZEL	C014171-003	C08-026	FG52	49704.2 003	800	2008/9/1
KATHMANDU LIMITED	C014171-003	C08-026	FG53	51138/107/ONE	300	2009/9/5
WENZEL	C014175-001	C08-027	FG31	49975.6	250	2008/9/1
KATHMANDU LIMITED	C014175-001	C08-027	FG53	51137/902/ONE	300	2009/9/5
WENZEL	C014180-001	C08-028	FG52	27550 001	167	2008/9/1
KATHMANDU LIMITED	C014180-001	C08-028	FG52	51098/403/ONE	200	2009/9/5
WENZEL	C014180-002	C08-029	FG52	27550 002	167	2008/9/1
KATHMANDU LIMITED	C014180-002	C08-029	FG52	51098/898/ONE	250	2009/9/5
WENZEL	C014180-003	C08-030	FG52	27550 003	167	2008/9/1
EB	C014180-003	c08-030	YG89	EB10085F	3	2009/8/31
KELTY	C014195-001	C08-033	FG25	31001433NB	60	2008/9/4
DECATHLON	C014195-001	C08-033	FG31	0163233L	32	2009/8/17
KELTY	C014204-001	C08-034	FG31	36005153NB	52	2008/9/4
DECATHLON	C014204-001	C08-034	FG31	0163233R	32	2009/8/17
KELTY	C014206-001	C08-035	FG31	36405133NB	240	2008/9/4
DECATHLON	C014206-001	C08-035	FG31	0163233L	204	2009/8/3
KELTY	C014207-001	C08-036	FG31	36405163NB	40	2008/9/4
DECATHLON	C014207-001	C08-036	FG31	0163233R	204	2009/8/3
KELTY	C014208-001	C08-037	FG31	36405233NB	20	2008/9/4
MILLS	C014208-001	C08-037	FG62	8804958100 001	636	2009/8/12
KELTY	C014209-001	C08-038	FG31	36506163NB	90	2008/9/4
MILLS	C014209-001	C08-038	FG62	8804958100 002	742	2009/8/12
KELTY	C014214-001	C08-039	FG41	39004678	150	2008/9/4
MILLS	C014214-001	C08-039	FG62	8804958100 003	636	2009/8/12
KELTY	C014215-001	C08-040	FG41	39004681	90	2008/9/4
MILLS	C014215-001	C08-040	FG62	8804958200	2001	2009/8/12
KELTY	C014216-001	C08-041	FG41	39004683	42	2008/9/4
MILLS	C014216-001	C08-041	FG62	8804958300 001	2261	2009/8/12
KELTY	C014217-001	C08-042	FG52	39006000	80	2008/9/4
MILLS	C014217-001	C08-042	FG62	8804958300 002	2261	2009/8/12
KELTY	C014226-001	C08-043	FG31	36106163	400	2008/8/22
MILLS	C014226-001	C08-043	FG62	8804958300 003	2261	2009/8/12
FOX	C014244-001	C08-044	FG52	BC7246	200	2008/9/11
MILLS	C014244-001	C08-044	FG62	8804958300 004	2261	2009/8/12
SJK	C014253-001	C08-045	FG53	SJ09254G44	300	2008/8/4
MILLS	C014253-001	C08-045	FG62	8804958400 001	1674	2009/8/19
SJK	C014254-001	C08-046	FG53	SJ09066Z11	200	2008/9/8
MILLS	C014254-001	C08-046	FG62	8804958400 002	1674	2009/8/19
SJK	C014255-001	C08-047	FG52B	SJ09109Z11 001	600	2008/8/4
MILLS	C014255-001	C08-047	FG62	8804958400 003	1674	2009/8/19
SJK	C014255-002	C08-048	FG52B	SJ09109Z11 002	700	2008/8/4
MILLS	C014255-002	C08-048	FG62	8804958500	5022	2009/8/19
SJK	C014255-003	C08-049	FG52B	SJ09109Z11 003	700	2008/8/4
MILLS	C014255-003	C08-049	FG62	8804958600 001	1000	2009/8/19
SJK	C014263-001	C08-050	FG25	CAB4188	400	2008/9/7
MILLS	C014263-001	C08-050	FG62	8804958600 002	1000	2009/8/19
SJK	C014264-001	C08-051	FG25	CAB4200	300	2008/9/7
MILLS	C014264-001	C08-051	FG62	8804958600 003	1000	2009/8/19
SJK	C014265-001	C08-052	FG25	CAB4181	300	2008/9/7
MILLS	C014265-001	C08-052	FG62	8804958600 004	1000	2009/8/19
SJK	C014266-001	C08-053	FG53	CAB4185	300	2008/9/7
SJK	C014267-001	C08-054	FG41	CAB4186	360	2008/9/7
SJK	C014268-001	C08-055	FG41	CAB4189	200	2008/9/7
ARP SAFETY	C014274-002	C08-056	FG81	17189NTI	1008	2008/8/18
WENZEL-MENARDS	C014274-002	C08-056	FG61	49603 001	244	2009/9/1
ARP SAFETY	C014275-001	C08-057	FG81	17189NTI	1500	2008/9/1
WENZEL-MENARDS	C014275-001	C08-057	FG61	49603 002	244	2009/9/1
ARP INTERNATIONAL	C014342-001	C08-059	FG31	63039.1HOG	600	2008/8/30
ARP INTERNATIONAL	C014342-001	C08-059	FG31	64003.4 001	5616	2009/8/17
WENZEL	C014376-001	C08-060	FG52	49704.2 001	334	2008/8/15
ARP INTERNATIONAL	C014376-001	C08-060	FG31	64003.4 002	5616	2009/8/17
WENZEL	C014376-002	C08-061	FG52	49704.2 002	334	2008/8/15
ARP INTERNATIONAL	C014376-002	C08-061	FG31	64001.2	8208	2009/8/17
WENZEL	C014376-003	C08-062	FG52	49704.2 003	334	2008/8/15
TRAVASAK	C014383-001	C08-063	FG31	204GI	50	2008/8/15
ARP SAFETY	C014383-001	C08-063	FG81	17158I	500	2009/9/17
ARP SAFETY	C014387-001	C08-064	FG81	31020NTI	240	2008/9/8
ARP SAFETY	C014387-001	C08-064	FG81	17174NTI	504	2009/9/7
ARP SAFETY	C014390-001	C08-065	FG81	31018NTI	504	2008/9/8
ARP SAFETY	C014390-001	C08-065	FG81	17176I	240	2009/9/7
ARP SAFETY	C014393-001	C08-066	FG81	31018D	1500	2008/9/8
ARP SAFETY	C014393-001	C08-066	FG81	17177I	120	2009/9/7
ARP SAFETY	C014394-001	C08-067	FG81	31016NTI	504	2008/9/8
ARP SAFETY	C014394-001	C08-067	FG81	17194I	3000	2009/9/7
ARP SAFETY	C014397-001	C08-068	FG81	31014SSI	240	2008/8/25
MILLS	C014397-001	C08-068	YG63	8804952SCR	1950	2009/8/12
ARP SAFETY	C014399-001	C08-069	FG81	31014NTI	504	2008/8/18
MILLS	C014399-001	C08-069	FG63	8804958SCR	5405	2009/8/19
ARP SAFETY	C014401-001	C08-070	FG81	31005I	60	2008/9/8
MILLS	C014401-001	C08-070	FG63	8804958SCR	4935	2009/8/19
ARP SAFETY	C014402-001	C08-071	FG81	17176I	240	2008/8/25
SJK	C014402-001	C08-071	FG53	SJ09066Z11	250	2009/9/2
DECATHLON	C014408-001	C08-073	FG31	9/160.426L	102	2008/8/25
WENZEL-MENARDS	C014408-001	C08-073	FG61	49603 001	400	2009/9/1
DECATHLON	C014408-002	C08-074	FG31	9/160.426R	102	2008/8/25
WENZEL-MENARDS	C014408-002	C08-074	FG61	49603 002	400	2009/9/1
ARP SAFETY	C009052-001	C08-075	FG81	17156I	6000	2008/8/12
WENZEL-MENARDS	C009052-001	C08-075	FG61	49603 003	400	2009/9/1
KELTY	C014411-001	C08-076	FG52	39006001	40	2008/9/4
WENZEL-TRM	C014411-001	C08-076	FG61	88049527BL	2040	2009/8/19
WENZEL-MENARDS	C014443-001	C08-077	FG61	49647 001	9408	2008/9/15
WENZEL-TRM	C014443-001	C08-077	FG61	88049527BR	1590	2009/8/19
WENZEL-MENARDS	C014443-002	C08-078	FG61	49647 002	8736	2008/9/15
WENZEL-TRM	C014443-002	C08-078	FG61	88049527GR	2040	2009/8/19
WENZEL-MENARDS	C014443-003	C08-079	FG61	49647 003	8736	2008/9/15
WENZEL-TRM	C014443-003	C08-079	YG63	8804953SCR	5720	2009/8/19
WENZEL-MENARDS	C014446-001	C08-080	FG61	49647 001	9408	2008/9/15
WENZEL-MENARDS	C014446-001	C08-080	FG62	8804690600 001	1050	2009/8/19
WENZEL-MENARDS	C014446-002	C08-081	FG61	49647 002	8736	2008/9/15
WENZEL-MENARDS	C014446-002	C08-081	FG62	8804690600 002	1050	2009/8/19
WENZEL-MENARDS	C014446-003	C08-082	FG61	49647 003	8736	2008/9/15
WENZEL-MENARDS	C014446-003	C08-082	FG62	8804690600 003	1050	2009/8/19
PET GOODS MAMUFACTURING	C014479-001	C08-083	FG62	1-1531	30	2008/8/31
WENZEL-MENARDS	C014479-001	C08-083	FG62	8804690600 004	1050	2009/8/19
PET GOODS MAMUFACTURING	C014480-001	C08-084	FG62	1-1532	125	2008/8/31
WENZEL-PETCO	C014480-001	C08-084	FG61	46310	1540	2009/9/9
PET GOODS MAMUFACTURING	C014481-001	C08-085	FG62	1-1533	200	2008/8/31
WENZEL-PETCO	C014481-001	C08-085	FG61	46310	660	2009/9/9
PET GOODS MAMUFACTURING	C014482-001	C08-086	FG62	1-142	125	2008/8/31
PET GOODS MAMUFACTURING	C014483-001	C08-087	FG62	1-342CT	40	2008/8/31
WENZEL-TRM	C014483-001	C08-087	FG61	88049528BL	247	2009/9/1
PET GOODS MAMUFACTURING	C014484-001	C08-088	FG62	1-343CT	120	2008/8/31
WENZEL-TRM	C014484-001	C08-088	YG63	8804954SCR	200	2009/9/1
PET GOODS MAMUFACTURING	C014485-001	C08-089	YG63	1-1560	250	2008/8/31
WENZEL-TRM	C014485-001	C08-089	FG62	88049526BL	228	2009/9/1
PET GOODS MAMUFACTURING	C014486-001	C08-090	YG63	1-1570	150	2008/8/31
WENZEL-TRM	C014486-001	C08-090	FG62	88049526BR	228	2009/9/1
ARP SAFETY	C014488-001	C08-091	FG81	31014NTI	504	2008/8/18
WENZEL-TRM	C014488-001	C08-091	FG62	88049526GR	228	2009/9/1
DECATHLON	C014501-001	C08-092	FG31	9/174.001L	150	2008/9/8
WENZEL-TRM	C014501-001	C08-092	YG63	8804952SCR	1800	2009/9/1
DECATHLON	C014501-002	C08-093	FG31	9/174.001R	150	2008/9/8
WENZEL-PETCO	C014501-002	C08-093	FG62	8804630000	684	2009/9/9
SJK	C014505-001	C08-094	FG23	T7352HO061	650	2008/8/26
SJK	C014505-001	C08-094	FG23	T7352HO061	2	2008/9/9
WENZEL-PETCO	C014505-001	C08-094	FG63	88046300LN	700	2009/9/9
SJK	C014506-001	C08-095	FG23	T7352HO062	604	2008/8/26
WENZEL-PETCO	C014506-001	C08-095	FG62	8804630100	676	2009/9/9
SJK	C014507-001	C08-096	FG23	T7352HO063	48	2008/9/9
SJK	C014507-001	C08-096	FG23	T7352HO063	164	2008/8/26
WENZEL-PETCO	C014507-001	C08-096	FG63	88046301LN	780	2009/9/9
SJK	C014508-001	C08-097	FG23	T7352HO064	164	2008/8/26
WENZEL-PETCO	C014508-001	C08-097	FG62	8804630500	665	2009/9/9
SJK	C014524-001	C08-098	FG31	SJ01464S53	280	2008/9/8
WENZEL-PETCO	C014524-001	C08-098	FG63	88046305LN	780	2009/9/9
SJK	C014525-001	C08-099	FG31	SJ05094G24	200	2008/9/8
WENZEL-PETCO	C014525-001	C08-099	FG62	8804631300	666	2009/9/9
SJK	C014526-001	C08-100	FG23	SJ0518	200	2008/9/8
WENZEL-PETCO	C014526-001	C08-100	FG62	8804631600	616	2009/9/9
SJK	C014527-001	C08-101	FG52B	SJ09109Z11 001	1500	2008/9/15
WENZEL-PETCO	C014527-001	C08-101	FG63	88046316LN	630	2009/9/9
SJK	C014527-002	C08-102	FG52B	SJ09109Z11 002	1500	2008/9/15
DMH	C014527-002	C08-102	FG52	P5	1000	2009/9/7
SJK	C014527-003	C08-103	FG52B	SJ09109Z11 003	2000	2008/9/15
WENZEL-TRM	C014527-003	C08-103	FG62	8804955500	216	2009/9/1
SJK	C014528-001	C08-104	FG52	SJ09119Z31	500	2008/9/8
WENZEL-TRM	C014528-001	C08-104	YG63	8804953SCR	260	2009/9/1
SJK	C014529-001	C08-105	FG53	SJ09066Z11	200	2008/10/6
EB	C014529-001	C08-105	FG41	EB10070 001	1300	2009/8/19
SJK	C014530-001	C08-106	FG31	SJ05078C21	200	2008/10/6
EB	C014530-001	C08-106	FG41	EB10070 002	1300	2009/8/19
ARP SAFETY	C014547-001	C08-108	FG81	39016IG	80	2008/8/25
WENZEL	C014547-001	C08-108	FG73	43560-2	625	2009/9/1
ARP SAFETY	C014548-001	C08-109	YG81	31002ATL	300	2008/8/25
WENZEL	C014548-001	C08-109	FG73	43560-3	625	2009/9/1
EB	C014038-001	C09-001	YG89	EB10075F	204	2008/9/16
TRAVASAK	C014038-001	C09-001	FG32	162BI.1	50	2009/10/1
EB	C014039-001	C09-002	YG68	EB10074F	400	2008/9/16
TRAVASAK	C014039-001	C09-002	FG32	162RI.1	50	2009/10/1
WENZEL	C014172-001	C09-003	FG52	49704.2 001	400	2008/10/1
TRAVASAK	C014172-001	C09-003	FG32	162TI.1	50	2009/10/1
WENZEL	C014172-002	C09-004	FG52	49704.2 002	400	2008/10/1
TRAVASAK	C014172-002	C09-004	FG32	164BI.1	50	2009/10/1
WENZEL	C014172-003	C09-005	FG52	49704.2 003	400	2008/10/1
TRAVASAK	C014172-003	C09-005	FG32	166BI.1	100	2009/10/1
TRAVASAK	C014181-001	C09-006	FG32	161TC	500	2008/10/1
TRAVASAK	C014181-001	C09-006	FG32	166PI.1	20	2009/8/1
WALMART	C010875-019	C09-007	FG31	49146F 001	351	2008/10/13
TRAVASAK	C010875-019	C09-007	FG32	161TC	500	2009/10/1
WALMART	C010875-020	C09-008	FG31	49146F 002	351	2008/10/13
TRAVASAK	C010875-020	C09-008	FG32	172T	50	2009/10/1
ARP SAFETY	C014275-002	C09-009	FG81	17189NTI	1500	2008/9/15
